occurrence_no,lng,lat,mid_ma
470456,-108.814323,44.615089,53.05
470474,-108.797867,44.670319,53.05
470495,-108.836411,44.671864,53.05
470512,-108.7584,44.653435,53.05
470525,-108.855408,44.639095,53.05
470542,-108.838219,44.640121,53.05
470576,-108.743896,44.650181,53.05
470586,-108.752464,44.643867,53.05
470595,-108.744835,44.645428,53.05
470605,-108.794037,44.664841,53.05
470637,-108.792625,44.662205,53.05
470659,-108.776665,44.663963,53.05
470667,-108.780693,44.660805,53.05
470676,-108.801704,44.672283,53.05
470686,-108.800957,44.668575,53.05
470707,-108.790985,44.672073,53.05
470717,-108.786789,44.666325,53.05
470732,-108.777481,44.655701,53.05
470744,-108.813019,44.676552,53.05
470755,-108.78685,44.664703,53.05
470763,-108.819633,44.671726,53.05
470796,-108.809364,44.679813,53.05
470812,-108.806519,44.668415,53.05
470823,-108.782356,44.653542,53.05
470847,-108.772957,44.652012,53.05
470869,-108.778938,44.650597,53.05
470894,-108.76403,44.641571,53.05
470926,-108.771721,44.671162,53.05
470948,-108.764786,44.664452,53.05
470984,-108.767265,44.6591,53.05
471007,-108.76667,44.66143,53.05
471031,-108.7742,44.662388,53.05
471064,-108.721062,44.402061,53.05
471097,-108.760536,44.66671,53.05
471110,-108.753387,44.668911,53.05
471123,-108.845238,44.658348,53.05
471160,-108.85228,44.659019,53.05
471172,-108.848946,44.657066,53.05
471207,-108.797401,44.662567,53.05
471246,-108.724792,44.674377,53.05
471277,-108.719391,44.673637,53.05
471286,-108.868782,44.590641,53.05
471370,-108.79023,44.658737,53.05
471377,-108.799538,44.659458,53.05
471398,-108.786873,44.654171,53.05
471407,-108.786888,44.653812,53.05
471421,-108.805237,44.662266,53.05
471453,-108.572441,44.618664,53.05
471459,-108.560448,44.616245,53.05
471497,-108.654121,44.593544,53.05
471510,-108.705093,44.55965,53.05
471549,-108.692276,44.425072,53.05
471577,-108.726494,44.656586,53.05
471842,33.200001,-8.933333,86.3
471966,46.700001,-16.16667,86.7
472486,6.45,50.900002,14.81
472572,88.949997,45.133331,160.4
474026,49.393612,25.98361,18.205
474035,49.393612,25.98361,18.205
474083,49.393612,25.98361,18.205
474102,-101.626297,45.530899,68.3
474115,-0.537222,39.235832,68.3
474148,127.47583,50.27,68.3
474289,3.35,49.133331,39.65
474468,87.263,43.549999,161.7
474475,87.263,43.549999,156.65
474522,-106.291,41.967098,150.35
474558,49.393612,25.98361,18.205
474581,104.408096,29.5152,160.4
474611,49.393612,25.98361,18.205
474645,49.393612,25.98361,18.205
474660,49.393612,25.98361,18.205
474674,49.393612,25.98361,18.205
475309,-110.466667,36.666668,182.45
479366,3.61,43.4925,77.05
479367,3.61,43.4925,77.05
479407,-111.624329,50.791401,77.05
479455,-111.463036,50.750069,77.05
479482,-111.531418,50.75544,77.05
479507,-111.321968,50.82914,77.05
479516,-68.040337,-38.941811,84.95
479586,-111.514679,50.767208,77.05
479621,-111.523872,50.765007,77.05
479651,-111.506981,50.750423,77.05
479676,-111.524963,50.748547,77.05
479710,-111.577621,50.812054,77.05
479739,-111.474724,50.750278,77.05
479773,-111.514915,50.749939,77.05
479799,-111.39872,50.754803,77.05
479807,-110.353333,37.820831,77.05
480333,-111.325546,50.781303,77.05
480372,-107.278099,42.854401,77.05
480374,-107.278099,42.854401,77.05
480387,5.23333,43.48333,68.3
480388,5.23333,43.48333,68.3
481323,18.5,25.75,37.6
481324,18.5,25.75,37.6
481743,-105.224701,38.539501,150.35
481744,-105.224701,38.539501,150.35
481952,-105.2202,38.533501,150.35
481968,-105.212502,38.541,150.35
481978,-105.212502,38.541,148.55
482002,-105.226097,38.542198,148.55
482003,-105.231598,38.547501,148.55
482008,-105.210602,38.5168,150.35
483534,-107.133301,47.549999,68.3
483535,-107.133301,47.549999,68.3
483539,-107.133301,47.549999,68.3
483556,-107.133301,47.549999,68.3
483581,-107.316704,47.616699,68.3
483583,-107.316704,47.616699,68.3
483586,-107.316704,47.616699,68.3
483587,-107.316704,47.616699,68.3
483603,-107.316704,47.616699,68.3
483604,-107.316704,47.616699,68.3
483612,-107.316704,47.616699,68.3
483622,-107.316704,47.616699,68.3
483623,-107.316704,47.616699,68.3
483629,-104.533333,43.183334,68.3
483634,-104.533333,43.183334,68.3
483660,-104.533333,43.183334,68.3
483689,46.581944,-15.908056,69.05
486101,77.075554,30.896944,42.9
486349,83.456947,27.707779,13.789
486364,82.51667,27.866667,8.4705
486386,82.166664,28.200001,13.789
486387,82.166664,28.200001,13.789
486420,82.166664,28.200001,13.789
486433,82.166664,28.200001,13.789
486439,82.166664,28.200001,13.789
486499,17.6,47.216702,84.95
487133,38.616699,9.45,148.55
487135,38.616699,9.45,148.55
487137,38.616699,9.45,148.55
487141,38.616699,9.45,148.55
487179,2.2,42.9137,68.3
487192,-41.549999,-22.1,52.2
487228,1.007472,43.173611,68.3
487246,6.033333,15.05,86.45
487247,6.033333,15.05,86.45
487248,6.033333,15.05,86.45
487254,-3.966667,30.9,99.4
487258,1.2,43.083302,68.3
487274,2.95,43.349998,74.75
487275,2.95,43.349998,74.75
487442,112.183334,43.741669,77.05
487784,-98.39389,39.009445,99.6
487819,-104.566704,43.150002,68.3
487830,-104.566704,43.150002,68.3
487859,-106.983299,47.516701,68.3
487860,-106.983299,47.516701,68.3
487867,-106.983299,47.516701,68.3
487882,-107.099998,47.5667,68.3
487883,-107.099998,47.5667,68.3
487911,-107.099998,47.549999,68.3
487912,-107.099998,47.549999,68.3
487919,-107.099998,47.549999,68.3
487952,-107.099998,47.5667,68.3
487953,-107.099998,47.5667,68.3
487979,-107.099998,47.5667,68.3
487980,-107.099998,47.5667,68.3
487984,-107.099998,47.5667,68.3
488003,-104.533302,43.166698,68.3
488016,-106.400002,47.516701,68.3
488025,-106.400002,47.516701,68.3
488035,-106.400002,47.516701,68.3
488040,-106.416702,47.516701,68.3
488043,-106.416702,47.516701,68.3
488058,-106.400002,47.516701,68.3
488059,-106.400002,47.516701,68.3
488070,-106.400002,47.516701,68.3
488071,-106.400002,47.516701,68.3
488111,-106.300003,47.583302,68.3
488112,-106.300003,47.583302,68.3
488128,-107.25,47.549999,68.3
488129,-107.25,47.549999,68.3
488131,-107.25,47.549999,68.3
488151,-106.433296,47.599998,68.3
488161,-104.494713,43.128948,68.3
488192,-104.494713,43.128948,68.3
488242,-106.916702,47.533298,68.3
488243,-106.916702,47.533298,68.3
488264,-104.583298,43.233299,68.3
488289,-106.916702,47.0667,68.3
488290,-106.916702,47.0667,68.3
488293,-106.916702,47.0667,68.3
488379,-106.266701,47.599998,68.3
488381,-106.266701,47.599998,68.3
488382,-106.266701,47.599998,68.3
488416,-106.283302,47.599998,68.3
488419,-106.283302,47.599998,68.3
488430,-106.283302,47.599998,68.3
488551,-104.466698,43.200001,68.3
488552,-104.466698,43.200001,68.3
488578,-107.050003,47.516701,68.3
488580,-107.050003,47.516701,68.3
488581,-107.050003,47.516701,68.3
488583,-107.050003,47.516701,68.3
488621,-106.883301,47.533298,68.3
488622,-106.883301,47.533298,68.3
488624,-106.883301,47.533298,68.3
488636,-106.883301,47.533298,68.3
488640,-106.883301,47.533298,68.3
488649,-69.15123,-39.07045,91.4
488657,-69.616669,-45.316669,94.45
488853,-104.533302,43.233299,68.3
488865,-107.23333,47.599998,68.3
488879,-107,47.516701,68.3
488885,-107,47.516701,68.3
488910,-104.616699,43.799999,68.3
488982,-104.566704,43.150002,68.3
488984,-104.566704,43.150002,68.3
488993,-106.099998,47.799999,68.3
488994,-106.099998,47.799999,68.3
489239,-9.213611,39.453056,150.35
489247,-9.34,39.235832,150.35
489264,-8.716944,40.245556,69.05
489730,108.083336,38.916668,134.9
489980,-68.724556,-38.453194,89.65
491321,-111.038002,39.051498,96.55
491322,-111.038002,39.051498,96.55
491323,-111.038002,39.051498,96.55
491333,-111.038002,39.051498,96.55
491370,-113,37.700001,78.2
491371,-113,37.700001,78.2
491381,-113.5,37.5,78.2
491393,-113,37.700001,79.95
491401,-113,37.700001,79.95
491449,-105.885803,41.878601,148.55
491459,-103.344597,44.184399,151.15
491470,-104.734703,44.458099,151.15
492104,10.026111,44.730831,12.72
493037,102.853104,36.3381,168.8
493178,85.792046,46.043884,111.48
493232,85.666664,46.099998,111.48
496302,-101.199997,45.750278,68.3
497836,-4.3167,41.083302,77.05
498257,-107.895401,44.5089,101.25
498890,-108.325401,43.734798,101.25
498897,-108.811302,45.341202,101.25
498899,-108.811302,45.341202,101.25
498904,-108.237701,44.6875,101.25
498908,-108.322403,44.978199,101.25
498919,-108.322403,44.978199,101.25
498926,-108.322403,44.978199,101.25
498934,-108.100197,45.453602,101.25
499174,-108.811302,45.283699,101.25
499649,-108.141403,45.453602,101.25
499658,-108.141403,45.438999,101.25
499685,-108.811302,45.254902,101.25
499696,-108.120796,45.468201,116.85
499876,98.300003,39.8167,74.8
499899,106.98278,41.500557,74.8
501505,-109.410004,46.459999,77.05
501506,-109.410004,46.459999,77.05
501507,-109.410004,46.459999,77.05
501542,-109.099998,46.099998,77.05
501568,-109.66333,46.400002,77.05
502669,76.783333,30.733334,3.9605
502680,76.783333,30.733334,3.9605
506493,140.233337,-31.233334,20.004
506516,140.233337,-31.166668,25.715
506544,140.316666,-31.016666,20.004
508081,-68.23333,-38.950001,84.95
508082,-68.23333,-38.950001,84.95
508140,-68.716667,-39.25,77.05
508513,-49.383301,-20.799999,77.9
508531,-47.738335,-19.720278,68.3
508533,-47.75,-19.733299,69.05
508555,-49.283298,-21.1,74.75
509485,-97.784447,32.747501,117.245
513245,-38.514442,-12.928611,130.925
513250,-38.514442,-12.928611,130.925
513257,-38.485558,-12.901111,130.925
513419,-51.5,-22.133301,74.75
513420,-51.5,-22.133301,77.9
513507,-108.667023,35.398357,77.05
513508,-108.667023,35.398357,77.05
513512,-106.941147,35.320316,77.05
513519,-106.941147,35.320316,77.05
513523,-106.941147,35.320316,77.05
513617,-107.047501,35.195,84.65
513666,-108.262703,36.271099,77.05
513667,-108.262703,36.271099,77.05
513668,-108.262703,36.271099,77.05
513842,-112.985298,49.912998,68.3
513843,-112.985298,49.912998,68.3
516642,136.883331,36.049999,120.715
516811,-109.567902,38.826199,136.35
516843,-108.849998,35.066666,91.4
519357,87.999168,55.87611,114.95
519541,-107.054604,35.197899,84.95
519747,-108.099998,40.599998,43.3
519748,-108.099998,40.599998,43.3
519749,-108.099998,40.599998,43.3
519760,-109.900002,40.200001,48.25
519761,-109.900002,40.200001,48.25
519780,-111.5,37.799999,38.8
519925,-109.883331,49.566666,35.55
519948,99.150002,7.7591,159.55
519950,-69.550003,-38.900002,89.65
520367,-108.322304,38.806,150.35
520389,-103.650002,47.033333,59.25
520390,-103.650002,47.033333,59.25
520403,72.188889,33.637501,46.5
520486,-108.767525,39.148319,150.35
520489,-108.827545,38.316418,148.55
520630,-82.51667,29.549999,11.95
520631,-82.51667,29.549999,11.95
520734,64.650002,45.950001,78.45
520744,62.866669,44.583328,91.4
520789,69.366699,29.6833,68.3
520900,-95.822998,34.154999,115.73
520901,-95.822998,34.154999,115.73
520902,-95.822998,34.154999,115.73
520903,-95.822998,34.154999,115.73
520910,-96.099998,34.400002,115.73
520976,-108.349998,43.849998,64.65
520977,-108.349998,43.849998,64.65
520978,-108.349998,43.849998,64.65
520995,-101.5,46.900002,68.3
521014,-101.5,46.900002,68.3
521015,-101.5,46.900002,68.3
521016,-101.5,46.900002,68.3
521035,-101.5,46.900002,68.3
521036,-101.5,46.900002,68.3
521037,-101.5,46.900002,68.3
521048,-111.800003,39.099998,64.65
521049,-111.800003,39.099998,64.65
521056,-111.26667,39.183334,62.5
521063,-111.800003,39.099998,64.65
521064,-111.800003,39.099998,64.65
521069,-111.800003,39.099998,64.65
521070,-111.800003,39.099998,64.65
521075,-111,39,64.65
521076,-111,39,64.65
521086,-111.800003,39.099998,64.65
521091,-111.800003,39.099998,62.5
521096,-111,39,64.65
521097,-111,39,64.65
521210,-111.270103,42.9748,99.4
521216,-111.270103,42.9748,99.4
521240,-109.5,49.099998,77.05
521241,-109.5,49.099998,77.05
521263,-107.400002,49.400002,68.3
521292,-109.349998,42.416668,48.25
521331,-106.099998,47.799999,64.65
521332,-106.099998,47.799999,64.65
521549,-109,44.299999,56.3
521554,-109,44.299999,56.3
521557,-109,44.299999,56.3
521562,-109,44.299999,56.3
521565,-109,44.299999,56.3
521566,-109,44.299999,56.3
521571,-109,44.299999,56.3
521577,-109,44.299999,56.3
521579,-109,44.299999,56.3
521603,-109,44.299999,56.3
521607,-109,44.299999,56.3
521650,-109,44.299999,56.3
521652,-109,44.299999,56.3
521653,-109,44.299999,56.3
521654,-109,44.299999,56.3
521655,-109.050003,44.816666,56.3
521656,-109.050003,44.816666,56.3
521657,-109,44.299999,58.75
521658,-109,44.299999,56.3
521659,-109,44.299999,56.3
521660,-109,44.299999,56.3
521661,-109,44.299999,56.3
521662,-109,44.299999,56.3
521697,-109,44.299999,53.05
527475,-0.248813,52.540833,162.95
528118,-0.9667,39.599998,74.75
528119,-0.9667,39.599998,74.75
528120,-0.9667,39.599998,74.75
528138,-0.766667,40.950001,127.725
528154,27.9333,-28.516701,195.05
528327,-108.030701,36.3148,68.3
528340,-109.300552,40.441387,147.9
528341,-109.300552,40.441387,147.9
528629,-111.273102,39.170101,69.05
529361,30.58333,25.25,77.05
529371,29.290556,25.617779,77.05
529529,-108.816666,49.516666,68.3
530107,-59.25,-33.716667,9.433
533468,-110.129997,41.130001,48.25
533567,-38.433334,-12.783333,130.925
533688,-82.800003,27.799999,0.156
533979,-108.409721,45.259998,101.25
534262,46.582222,-15.907778,69.05
534629,-0.766667,40.950001,127.725
534630,-0.766667,40.950001,127.725
534651,-0.283333,40.816666,127.725
534652,-0.283333,40.816666,127.725
534653,-0.283333,40.816666,127.725
534747,-108.801003,45.041,68.3
534760,-108.774719,39.167778,148.55
534778,-90.027779,37.31778,78.2
535316,-76.730797,38.541199,12.72
535317,-76.730797,38.541199,12.72
536084,18.694,25.778999,39.65
536085,18.694,25.778999,39.65
536099,18.181944,25.715,37.6
536101,18.181944,25.715,37.6
536345,-106.291,41.967098,150.35
536370,-106.145699,41.98,148.55
536443,-1.9802,50.595901,142.6
536444,-1.9802,50.595901,142.6
536447,-2.247778,50.619446,142.6
536449,-2.1865,50.615898,142.6
536632,-81.358055,32.572498,18.205
536808,25.518888,29.202778,13.789
536852,-60.233334,-31.483334,7.9
536854,-60.233334,-31.483334,7.9
536855,-60.233334,-31.483334,7.9
536856,-60.233334,-31.483334,7.9
536857,-60.233334,-31.483334,7.9
536858,-60.233334,-31.483334,7.9
537541,-81.97139,27.834999,12.72
538169,45.903057,-15.711944,9.433
538357,-108.209099,36.271099,77.05
538363,-108.191299,36.256599,77.05
539297,-104.734001,44.458099,151.15
539911,-107.96167,36.060555,77.05
539935,-108.102501,36.284443,77.05
539991,-108.144447,36.270279,77.05
540071,-107.959297,36.1693,77.05
540075,-107.959297,36.1693,77.05
540196,-105.193703,38.544998,148.55
540197,-105.2202,38.533501,153.25
540199,-105.193703,38.544998,148.55
540205,-105.231598,38.546501,148.55
540258,-44.461399,-2.4781,97.2
540323,-108.476669,38.853611,148.55
540326,-108.995796,39.2383,151.15
540439,-102.962776,36.903057,148.55
540705,-68.700836,-39.628613,96.55
540706,-68.700836,-39.628613,96.55
541133,-107.582497,35.991943,77.05
541145,-107.582497,35.991943,77.05
541150,-107.582497,35.991943,77.05
541152,-107.582497,35.991943,77.05
541157,-107.582497,35.991943,77.05
541161,-107.582497,35.991943,77.05
541186,-107.582497,35.991943,77.05
541189,-107.582497,35.991943,77.05
541193,-107.582497,35.991943,77.05
541261,-105.200546,38.373055,74.8
541292,-108.244797,36.271099,77.05
541314,-108.209099,36.271099,77.05
541350,-108.209099,36.271099,77.05
541887,-105.979721,41.893055,151.15
541890,-106.310997,41.951698,151.15
541893,-106.00222,41.893055,151.15
541895,-105.90976,42.155437,151.15
541904,-106.099098,41.878601,148.55
544578,-67.153336,18.420279,18.205
544677,35.833,2.333,18.205
545037,-74.719719,-15.580833,6.2895
545129,-104.5,43,68.3
545130,-104.5,43,68.3
545145,-104.566704,43.216702,68.3
545154,-104.516701,43.25,68.3
545318,-104.5,43,68.3
545319,-104.5,43,68.3
545325,-104.533302,43.166698,68.3
545342,-3.590833,51.472221,196.05
545357,-80.151665,32.96722,31
545366,-1.833333,51.900002,167.2
545384,-2.77886,50.707932,166.2
545385,-2.77886,50.707932,166.2
545414,-2.659496,50.67889,166.2
545420,-2.659496,50.67889,166.2
545451,-1.506667,52.02,166.2
545452,-1.506667,52.02,166.2
545465,-104.5,43,68.3
545466,-104.5,43,68.3
545470,-104.5,43,68.3
545471,-104.5,43,68.3
545475,-104.5,43,68.3
545476,-104.5,43,68.3
545740,-1.983333,51.733334,166.2
545741,-1.983333,51.733334,166.2
545961,-104.5,43.233299,68.3
545965,-104.599998,43.0667,68.3
545977,-104.616699,43.266701,68.3
545999,-104.650002,43.266701,68.3
546000,-104.650002,43.266701,68.3
546006,-104.533302,43.283298,68.3
546007,-104.533302,43.283298,68.3
546028,-8.8,39.700001,154.7
546121,-99.422501,29.631901,110.515
557165,-1.371099,50.617123,127.725
557239,-77.514442,37.927223,12.72
557551,104.366699,29.483299,122.75
557966,-106.390556,42.035831,151.15
558001,-109.1651,40.504601,148.55
558161,-78.497307,34.571682,77.05
558162,-78.497307,34.571682,77.05
558164,-78.497307,34.571682,77.05
558176,-100.630096,46.086899,68.3
558454,-0.35,51.133331,127.725
558963,-80.811386,27.830278,1.05
559027,0.605132,50.936321,138.3
559666,62.655315,42.117294,91.4
559676,62.655315,42.117294,91.4
561843,5.616667,17.933332,96.55
561844,5.616667,17.933332,96.55
562673,79.949997,23.1667,69.05
562887,-0.887472,40.655407,150.35
562981,-108.767967,39.150146,148.55
562992,-106.145699,41.98,147.9
565227,-108.892502,36.236942,68.3
565228,-108.892502,36.236942,68.3
565229,-108.892502,36.236942,68.3
565284,-75.671387,-14.558056,12.72
565298,-74.871994,-15.441929,9.433
565311,-74.800003,-15.5,9.433
565324,-74.799164,-15.551389,8.4765
565349,-74.690277,-15.557222,8.4765
565373,-0.879661,40.646095,127.725
565416,-0.885053,40.652943,127.725
565511,-101.300003,25.6667,77.05
565593,6.05,43.400002,44.55
566002,5.933333,44.433334,77.05
566027,5.717778,43.470001,77.05
566028,5.717778,43.470001,77.05
566782,0.83333,32.716671,97.2
566803,-0.453889,51.097778,127.2
566807,-39.139999,-7.26,129
566826,-8.8,39.700001,154.7
566827,-8.8,39.700001,154.7
566828,27.341667,-29.219999,196.05
567488,1.916667,29.66667,102.45
567492,1.916667,29.66667,102.45
568161,-0.35,51.133331,127.725
569040,68.524719,41.749443,77.05
569337,-3.816111,31.291668,96.55
570365,17.475,16.241667,6.2895
570366,17.475,16.241667,6.2895
570367,17.475,16.241667,6.2895
570704,-108.6604,43.917198,53.05
570707,-108.6604,43.917198,53.05
571573,-76.70417,38.542778,12.72
572016,13.588611,45.77861,77.05
574040,-109.1651,40.504601,148.55
574041,-109.1651,40.504601,148.55
574066,1.616667,44.783333,168.15
574436,79.051941,20.350834,69.05
574447,79.099998,21.15,69.05
574455,79.191666,19.45389,69.05
575855,-0.2375,21.052778,122.75
576093,32.700001,25.200001,74.75
576118,34.283054,26.1,74.75
576119,34.283054,26.1,74.75
576123,34.099998,26.1,74.75
576124,34.099998,26.1,74.75
580600,-82,78.5,53.05
581088,70.900002,26.916668,184.8
582764,0.424167,40.493332,127.725
582774,0.424167,40.493332,127.725
582780,0.424167,40.493332,127.725
583555,10.4833,51.900002,153.25
583634,3.288889,44.071945,166.2
583642,1.813889,44.477779,166.2
583643,1.813889,44.477779,166.2
583833,-0.862899,40.659817,127.725
583853,-109.691666,38.718056,136.35
584197,-97.947533,32.280102,117.245
584204,10.984071,31.862938,128.95
585144,-49.245277,-19.457222,74.75
586576,-112.118614,37.634724,77.05
586629,-108.199997,36.266666,77.05
587322,-1.973395,40.123573,127.725
587355,89.183334,55.650002,167.2
587366,91.813614,56.527222,121.2
587950,72.231392,41.338333,164.8
587961,87.263,43.549999,156.65
587973,-0.309722,45.753613,142.6
587974,-0.309722,45.753613,142.6
587975,-0.309722,45.753613,142.6
587988,-0.309722,45.753613,142.6
589421,-1.41035,50.635109,127.725
589422,-1.41035,50.635109,127.725
591637,-108.228058,36.288334,77.05
591643,-108.026665,36.304169,68.3
591645,-108.183609,36.281113,77.05
591647,-108.25,36.267502,77.05
591648,-108.031113,36.323055,68.3
591906,-0.116389,50.956112,133.2
592343,-110.017197,50.757,77.05
592855,-82.476669,36.419724,6.05
593173,-82.566666,29.683332,7.6
595306,-120.925003,55.1525,91.85
598858,-70.111115,11.995,13.789
602102,-107.995003,36.3148,64.65
602106,-107.763,36.271099,62.5
602409,-48.583328,-25.733299,74.75
602413,-51.549999,-22.049999,74.75
604512,-1.110258,39.730717,151.15
604518,-0.097778,40.618889,127.725
604534,-2.5333,41.766701,122.75
604537,-2.5333,41.766701,122.75
604544,-0.097778,40.618889,127.725
604686,-1.979444,40.22361,127.725
604687,-1.979444,40.22361,127.725
604688,-1.979444,40.22361,127.725
606282,65.800003,40.099998,96.55
608441,15.714722,48.83139,18.205
608463,-83.633331,32.700001,35.95
608668,-72.785004,-8.815833,1.29985
608673,-72.808891,-8.891111,1.29985
608674,-72.808891,-8.891111,1.29985
608694,-72.72361,-8.839167,1.29985
608923,-66.87944,-10.116389,9.433
608924,-66.87944,-10.116389,9.433
608925,-66.87944,-10.116389,9.433
610076,-57.200001,-32.349998,92.05
610077,-57.200001,-32.349998,92.05
610334,-80.292503,32.559166,1.29985
610335,-80.292503,32.559166,1.29985
610368,15.7825,48.634167,18.205
610719,-77.916664,18.333332,44.55
613061,-111.507179,50.742241,77.05
613755,30.575405,29.641937,31
613756,30.575405,29.641937,31
621192,-105.223053,39.7575,99.4
621456,-105.192497,39.681946,103.25
623339,-68.030663,-38.844379,77.05
623861,102.280556,15.026389,8.4705
623915,-109.650002,29.683332,0.156
623972,-114.699997,53.233334,59.25
624157,13.935208,45.613434,66.1
624168,13.935208,45.613434,66.1
624185,10.255789,33.172859,115.73
624241,-44.360516,-3.402652,113.88
624958,-69.08889,-10.931944,9.433
624962,-70.484444,-8.175556,9.433
624963,-70.484444,-8.175556,9.433
624964,-70.484444,-8.175556,9.433
624974,-68.904167,-8.776944,9.433
624981,-66.87944,-10.116389,9.433
624982,-66.87944,-10.116389,9.433
624983,-66.87944,-10.116389,9.433
624984,-66.87944,-10.116389,9.433
624986,-66.87944,-10.116389,9.433
624987,-66.87944,-10.116389,9.433
624988,-66.87944,-10.116389,9.433
624990,-66.87944,-10.116389,9.433
624991,-66.87944,-10.116389,9.433
624992,-66.87944,-10.116389,9.433
627498,-66.453438,-17.523687,68.3
628835,22.845142,45.603615,68.3
628860,23.092192,45.493622,68.3
629031,22.783331,45.616669,68.3
629036,22.783331,45.616669,68.3
629046,22.783331,45.616669,68.3
629053,22.783331,45.616669,68.3
629056,23.092192,45.493622,68.3
632144,-0.666667,40.666668,127.725
632145,-0.666667,40.666668,127.725
632146,-0.666667,40.666668,127.725
632257,-1.133307,40.12727,150.35
632451,121.116669,-8.65,0.4535
632640,-104.699997,39.700001,64.65
632643,-104.699997,39.700001,64.65
632644,-104.699997,39.700001,64.65
632648,-105.099998,39.599998,64.65
632649,-105.099998,39.599998,64.65
633322,2.65,49.349998,51.9
633323,2.65,49.349998,51.9
633324,2.65,49.349998,51.9
633325,2.65,49.349998,51.9
634416,-110.848335,31.696114,77.05
634417,-110.848335,31.696114,77.05
635127,14.752449,55.080208,142.6
635578,112.033333,43.719444,77.05
636516,-0.861015,40.654675,127.725
636530,-0.901931,40.662167,127.725
636624,-3.306101,42.037514,126.23
636645,100.901947,43.664444,77.05
638377,-110.099998,42.716667,53.05
638667,165.016663,-78.366669,35.55
639208,-117.76667,35.5,59.25
639696,-9.3333,39.283329,150.35
641975,-109.636551,47.718712,77.05
643918,6.8225,46.794167,18.205
643927,69.146667,29.031111,16.435
645033,-109.651108,47.398056,77.05
645202,-8.95391,39.909184,158.45
645203,-8.95391,39.909184,158.45
645234,-8.8,39.700001,154.7
645238,-8.8,39.700001,154.7
646232,12.045279,31.926365,128.95
647024,-83.07222,8.856389,2.1905
647306,-104.240555,44.021111,151.15
647853,-107.334442,38.452778,151.15
647856,-103.520279,37.305832,151.15
648246,46.582222,-15.907778,69.05
648247,46.582222,-15.907778,69.05
648248,46.582222,-15.907778,69.05
648825,-89.166664,13.783333,3.35
649094,-89.083336,37.183334,63.8
649678,-109.599998,23.299999,3.35
649714,-104.48333,46.049999,62.5
649715,-104.48333,46.049999,62.5
649975,-109,44.299999,56.3
649982,-109.933334,40.166668,43.3
649984,-100.866669,42.700001,11.95
649985,-109,41.700001,48.25
650075,-110.699997,41.799999,53.05
650076,-110.699997,41.799999,51
650087,-110.699997,41.799999,48.25
650088,-110.699997,41.799999,48.25
650089,-110.699997,41.799999,48.25
650090,-110.699997,41.799999,48.25
650091,-110.699997,41.799999,48.25
650092,-110.699997,41.799999,48.25
650093,-110.5,41.200001,48.25
650094,-110.699997,41.799999,48.25
650095,-110.699997,41.799999,48.25
650096,-110.699997,41.799999,48.25
650097,-110.699997,41.799999,48.25
650098,-110.699997,41.799999,48.25
650099,-110.699997,41.799999,48.25
650100,-110.699997,41.799999,48.25
650101,-110.699997,41.799999,53.05
650102,-110.699997,41.799999,48.25
650103,-110.5,41.200001,48.25
650104,-110.699997,41.799999,48.25
650105,-110.699997,41.799999,48.25
650106,-110.699997,41.799999,48.25
650107,-110.699997,41.799999,48.25
650108,-110.699997,41.799999,48.25
650109,-110.699997,41.799999,48.25
650120,-110.699997,41.799999,48.25
650217,1.011,41.124001,68.3
650525,9.858333,48.351391,18.205
650612,10.016389,48.322777,19.5
650683,-106.876312,41.939877,68.3
650684,-106.876312,41.939877,68.3
650698,-107,41.799999,68.3
650714,-107,41.799999,68.3
650742,10.098333,48.484444,18.205
650847,10.106667,48.477779,18.205
650865,10.020278,48.339722,19.5
650889,10.020278,48.339722,19.5
650903,9.934444,48.371666,16.435
650910,10.035556,48.345833,15.275
651162,16.809999,-28.33,17.319
651813,32.689106,25.946934,92.05
655656,36.599998,4.266667,19.5
655657,36.599998,4.266667,19.5
655718,14.035833,42.24361,18.205
660257,-78.160004,35.117222,3.9605
663230,5.3,43.383301,68.3
663683,-108.769997,39.146,147.9
663691,-108.769997,39.146,147.9
663734,-111.436096,49.083698,84.65
663743,-111.4804,49.083698,84.65
663753,-111.413902,49.083099,84.65
663790,-75.199997,39.299999,18.205
663798,12.464167,51.193054,31.15
666749,104.798698,29.670885,122.75
666754,108.379868,30.609417,122.75
666755,106.680801,29.023127,122.75
666775,-76.516388,38.530834,14.895
666785,-76.870834,38.170555,14.895
666867,-76.516388,38.530834,12.72
666868,-76.966942,38.180279,12.72
666950,-76.870834,38.170555,12.72
666952,-76.415558,38.413891,12.72
667392,-68.622223,-45.597778,74.8
667884,1.256944,33.099724,51.9
668721,-1.96667,50.599998,142.6
680786,-112.972466,37.648743,96.55
680789,-112.972466,37.648743,96.55
680809,-111.407333,40.961246,86.7
682893,-111.261536,38.690239,96.55
682894,-111.261536,38.690239,96.55
682895,-111.261536,38.690239,96.55
682901,-111.261536,38.690239,96.55
682902,-111.261536,38.690239,96.55
682909,-111.261536,38.690239,96.55
682910,-111.261536,38.690239,96.55
682911,-111.261536,38.690239,96.55
686424,-0.692593,45.929531,96.55
686460,-0.983333,45.75,96.55
687701,5.25,43.950001,31.15
688947,-0.903621,47.068943,96.55
689438,-98.130096,42.5676,14.785
689439,-98.110001,42.490002,14.785
689444,-98,42.599998,14.785
689452,-98.125999,42.393398,11.95
690312,-64.219345,45.397652,198.9
